user_id,timestamp,event_name,session_id,device,page_url,duration
user_979,2025-04-27 16:47:41.772022,product_click,session_34,tablet,https://example.com/product,59
user_391,2025-05-01 11:47:41.772299,product_click,session_93,mobile,https://example.com/product,71
user_443,2025-05-07 09:47:41.772569,homepage_view,session_72,tablet,https://example.com/homepage,71
user_604,2025-05-01 20:47:41.772852,homepage_view,session_8,desktop,https://example.com/homepage,36
user_491,2025-05-02 18:47:41.773121,homepage_view,session_16,mobile,https://example.com/homepage,146
user_978,2025-05-04 15:47:41.773390,product_click,session_7,mobile,https://example.com/product,155
user_624,2025-05-24 19:47:41.773657,product_click,session_19,desktop,https://example.com/product,6
user_709,2025-05-22 11:47:41.773939,homepage_view,session_20,tablet,https://example.com/homepage,134
user_119,2025-05-17 08:47:41.774206,cart_add,session_12,mobile,https://example.com/cart,170
user_53,2025-05-13 17:47:41.774473,homepage_view,session_44,desktop,https://example.com/homepage,90
user_714,2025-05-08 16:47:41.774738,product_click,session_30,desktop,https://example.com/product,132
user_115,2025-05-19 01:47:41.775021,homepage_view,session_81,desktop,https://example.com/homepage,29
user_758,2025-05-13 08:47:41.775289,cart_add,session_22,desktop,https://example.com/cart,33
user_727,2025-05-05 00:47:41.775563,homepage_view,session_37,desktop,https://example.com/homepage,132
user_356,2025-05-01 04:47:41.776041,homepage_view,session_41,mobile,https://example.com/homepage,169
user_378,2025-05-05 04:47:41.776959,homepage_view,session_76,desktop,https://example.com/homepage,90
user_731,2025-05-19 00:47:41.777254,homepage_view,session_40,mobile,https://example.com/homepage,57
user_685,2025-05-12 08:47:41.777530,product_click,session_17,desktop,https://example.com/product,126
user_822,2025-04-26 13:47:41.777809,homepage_view,session_65,tablet,https://example.com/homepage,30
user_779,2025-05-18 07:47:41.778080,product_click,session_40,mobile,https://example.com/product,43
user_310,2025-05-21 09:47:41.778352,homepage_view,session_98,desktop,https://example.com/homepage,154
user_762,2025-04-28 21:47:41.778618,product_click,session_36,tablet,https://example.com/product,85
user_482,2025-05-17 02:47:41.778893,cart_add,session_73,mobile,https://example.com/cart,77
user_17,2025-05-16 03:47:41.779162,product_click,session_1,tablet,https://example.com/product,108
user_803,2025-05-23 22:47:41.779429,homepage_view,session_3,tablet,https://example.com/homepage,106
user_275,2025-05-15 11:47:41.779696,cart_add,session_44,mobile,https://example.com/cart,21
user_497,2025-05-04 17:47:41.779979,homepage_view,session_47,tablet,https://example.com/homepage,12
user_727,2025-05-13 19:47:41.780265,cart_add,session_80,mobile,https://example.com/cart,93
user_571,2025-05-15 18:47:41.780536,homepage_view,session_26,desktop,https://example.com/homepage,51
user_711,2025-04-30 03:47:41.780810,homepage_view,session_17,mobile,https://example.com/homepage,90
user_782,2025-05-10 02:47:41.781110,product_click,session_79,mobile,https://example.com/product,119
user_498,2025-05-19 07:47:41.781377,checkout_start,session_59,desktop,https://example.com/checkout,120
user_402,2025-05-02 07:47:41.781644,cart_add,session_59,mobile,https://example.com/cart,18
user_620,2025-05-15 02:47:41.781918,product_click,session_60,tablet,https://example.com/product,41
user_986,2025-05-01 17:47:41.782190,product_click,session_55,tablet,https://example.com/product,19
user_516,2025-05-09 21:47:41.782458,product_click,session_93,mobile,https://example.com/product,165
user_426,2025-04-28 11:47:41.782724,homepage_view,session_66,desktop,https://example.com/homepage,38
user_781,2025-05-18 20:47:41.782997,homepage_view,session_13,tablet,https://example.com/homepage,127
user_29,2025-05-01 22:47:41.783264,homepage_view,session_62,desktop,https://example.com/homepage,20
user_239,2025-05-06 05:47:41.783555,homepage_view,session_10,tablet,https://example.com/homepage,107
user_577,2025-05-01 16:47:41.784297,homepage_view,session_94,mobile,https://example.com/homepage,146
user_324,2025-05-10 17:47:41.784902,homepage_view,session_18,mobile,https://example.com/homepage,77
user_889,2025-04-27 05:47:41.785187,homepage_view,session_88,tablet,https://example.com/homepage,41
user_939,2025-05-01 23:47:41.785462,purchase_complete,session_70,tablet,https://example.com/purchase,50
user_62,2025-05-22 02:47:41.785733,purchase_complete,session_77,tablet,https://example.com/purchase,56
user_660,2025-05-15 23:47:41.786148,product_click,session_93,mobile,https://example.com/product,114
user_226,2025-05-02 04:47:41.786433,homepage_view,session_57,mobile,https://example.com/homepage,7
user_517,2025-05-22 14:47:41.786713,product_click,session_5,tablet,https://example.com/product,13
user_890,2025-05-09 07:47:41.787008,homepage_view,session_61,tablet,https://example.com/homepage,86
user_160,2025-05-17 06:47:41.787454,homepage_view,session_99,mobile,https://example.com/homepage,93
user_910,2025-04-28 01:47:41.787742,product_click,session_98,tablet,https://example.com/product,127
user_195,2025-05-11 02:47:41.788032,checkout_start,session_25,desktop,https://example.com/checkout,13
user_537,2025-05-11 04:47:41.788308,cart_add,session_5,desktop,https://example.com/cart,128
user_328,2025-04-27 18:47:41.788591,homepage_view,session_5,desktop,https://example.com/homepage,41
user_973,2025-05-17 21:47:41.788883,homepage_view,session_28,mobile,https://example.com/homepage,118
user_224,2025-05-02 02:47:41.789158,product_click,session_62,desktop,https://example.com/product,71
user_866,2025-05-19 15:47:41.789428,product_click,session_40,mobile,https://example.com/product,37
user_336,2025-05-10 01:47:41.789696,homepage_view,session_40,tablet,https://example.com/homepage,63
user_781,2025-04-29 04:47:41.789963,product_click,session_45,desktop,https://example.com/product,104
user_700,2025-04-30 15:47:41.790230,checkout_start,session_7,mobile,https://example.com/checkout,62
user_31,2025-05-18 16:47:41.790497,homepage_view,session_23,tablet,https://example.com/homepage,162
user_356,2025-05-19 08:47:41.790764,cart_add,session_2,mobile,https://example.com/cart,16
user_224,2025-05-18 08:47:41.791030,product_click,session_13,mobile,https://example.com/product,21
user_700,2025-05-07 03:47:41.791501,product_click,session_64,tablet,https://example.com/product,74
user_586,2025-04-26 12:47:41.791850,cart_add,session_96,tablet,https://example.com/cart,41
user_196,2025-04-28 17:47:41.792138,product_click,session_20,desktop,https://example.com/product,72
user_524,2025-04-29 16:47:41.792447,cart_add,session_22,desktop,https://example.com/cart,26
user_306,2025-04-29 07:47:41.792718,purchase_complete,session_14,mobile,https://example.com/purchase,168
user_948,2025-05-19 19:47:41.792988,homepage_view,session_76,tablet,https://example.com/homepage,37
user_79,2025-05-23 20:47:41.793257,cart_add,session_32,desktop,https://example.com/cart,30
user_738,2025-05-17 03:47:41.793524,checkout_start,session_29,tablet,https://example.com/checkout,145
user_271,2025-05-11 14:47:41.793791,product_click,session_29,desktop,https://example.com/product,179
user_22,2025-05-13 13:47:41.794057,homepage_view,session_75,mobile,https://example.com/homepage,130
user_303,2025-05-01 05:47:41.794324,checkout_start,session_80,desktop,https://example.com/checkout,151
user_387,2025-05-24 07:47:41.794618,homepage_view,session_1,desktop,https://example.com/homepage,19
user_832,2025-05-13 18:47:41.794893,cart_add,session_25,desktop,https://example.com/cart,19
user_539,2025-04-26 13:47:41.795161,homepage_view,session_72,mobile,https://example.com/homepage,149
user_520,2025-04-26 22:47:41.795438,product_click,session_79,desktop,https://example.com/product,135
user_693,2025-05-11 19:47:41.795706,checkout_start,session_24,tablet,https://example.com/checkout,152
user_153,2025-05-13 14:47:41.795972,homepage_view,session_94,mobile,https://example.com/homepage,130
user_740,2025-05-03 12:47:41.796241,homepage_view,session_9,mobile,https://example.com/homepage,67
user_501,2025-05-12 17:47:41.796508,cart_add,session_2,tablet,https://example.com/cart,68
user_72,2025-05-11 04:47:41.796775,homepage_view,session_21,desktop,https://example.com/homepage,114
user_544,2025-05-17 02:47:41.797043,product_click,session_11,mobile,https://example.com/product,106
user_779,2025-05-13 20:47:41.797309,cart_add,session_86,mobile,https://example.com/cart,149
user_672,2025-05-06 09:47:41.797576,product_click,session_79,desktop,https://example.com/product,96
user_714,2025-05-25 09:47:41.797847,homepage_view,session_40,mobile,https://example.com/homepage,6
user_745,2025-04-29 12:47:41.798114,homepage_view,session_77,mobile,https://example.com/homepage,120
user_103,2025-04-29 16:47:41.798383,purchase_complete,session_66,desktop,https://example.com/purchase,178
user_143,2025-05-15 07:47:41.798649,homepage_view,session_98,mobile,https://example.com/homepage,108
user_635,2025-05-16 16:47:41.799042,product_click,session_6,mobile,https://example.com/product,107
user_716,2025-05-11 03:47:41.799391,checkout_start,session_8,desktop,https://example.com/checkout,88
user_459,2025-05-04 07:47:41.799679,product_click,session_84,desktop,https://example.com/product,62
user_127,2025-05-02 22:47:41.799960,homepage_view,session_41,desktop,https://example.com/homepage,16
user_909,2025-05-02 20:47:41.800238,checkout_start,session_25,desktop,https://example.com/checkout,151
user_356,2025-05-02 15:47:41.800515,homepage_view,session_45,tablet,https://example.com/homepage,57
user_812,2025-05-21 01:47:41.800791,homepage_view,session_82,tablet,https://example.com/homepage,154
user_59,2025-04-26 12:47:41.801068,homepage_view,session_3,tablet,https://example.com/homepage,39
user_959,2025-05-04 14:47:41.801349,homepage_view,session_79,mobile,https://example.com/homepage,98
user_805,2025-04-27 16:47:41.801618,cart_add,session_4,desktop,https://example.com/cart,24
user_689,2025-05-24 06:47:41.801887,product_click,session_51,desktop,https://example.com/product,121
user_578,2025-05-15 15:47:41.802187,checkout_start,session_79,desktop,https://example.com/checkout,43
user_371,2025-05-17 13:47:41.802458,checkout_start,session_58,tablet,https://example.com/checkout,22
user_911,2025-05-15 22:47:41.802727,homepage_view,session_97,desktop,https://example.com/homepage,91
user_526,2025-05-19 21:47:41.803201,product_click,session_78,mobile,https://example.com/product,73
user_553,2025-05-12 03:47:41.803493,homepage_view,session_62,mobile,https://example.com/homepage,115
user_985,2025-04-29 08:47:41.803774,product_click,session_84,desktop,https://example.com/product,149
user_163,2025-05-10 23:47:41.804055,homepage_view,session_5,mobile,https://example.com/homepage,155
user_10,2025-05-15 22:47:41.804333,product_click,session_67,desktop,https://example.com/product,97
user_862,2025-04-30 12:47:41.804610,product_click,session_1,tablet,https://example.com/product,5
user_980,2025-05-20 22:47:41.804886,homepage_view,session_28,mobile,https://example.com/homepage,179
user_165,2025-05-13 14:47:41.805163,cart_add,session_49,tablet,https://example.com/cart,138
user_882,2025-05-06 09:47:41.805438,homepage_view,session_78,tablet,https://example.com/homepage,41
user_119,2025-05-21 09:47:41.805714,product_click,session_35,mobile,https://example.com/product,63
user_691,2025-05-23 16:47:41.805990,product_click,session_78,mobile,https://example.com/product,47
user_797,2025-05-07 11:47:41.806274,product_click,session_57,tablet,https://example.com/product,175
user_428,2025-05-05 18:47:41.806546,homepage_view,session_38,desktop,https://example.com/homepage,49
user_946,2025-04-27 04:47:41.807106,purchase_complete,session_8,mobile,https://example.com/purchase,12
user_517,2025-05-02 23:47:41.807434,homepage_view,session_86,mobile,https://example.com/homepage,59
user_970,2025-05-17 19:47:41.807721,product_click,session_30,mobile,https://example.com/product,30
user_744,2025-05-22 09:47:41.807998,homepage_view,session_76,mobile,https://example.com/homepage,50
user_1,2025-05-10 05:47:41.808271,checkout_start,session_19,desktop,https://example.com/checkout,57
user_361,2025-05-17 09:47:41.808540,homepage_view,session_90,desktop,https://example.com/homepage,67
user_681,2025-05-16 23:47:41.808809,checkout_start,session_89,mobile,https://example.com/checkout,81
user_324,2025-05-19 15:47:41.809077,product_click,session_98,desktop,https://example.com/product,136
user_454,2025-05-06 21:47:41.809344,cart_add,session_98,mobile,https://example.com/cart,27
user_331,2025-05-04 19:47:41.809611,homepage_view,session_1,desktop,https://example.com/homepage,93
user_65,2025-05-07 09:47:41.809877,product_click,session_76,tablet,https://example.com/product,153
user_305,2025-05-23 02:47:41.810151,homepage_view,session_96,desktop,https://example.com/homepage,15
user_622,2025-05-22 13:47:41.810418,product_click,session_78,desktop,https://example.com/product,13
user_794,2025-05-04 22:47:41.810701,product_click,session_72,desktop,https://example.com/product,160
user_133,2025-05-21 19:47:41.810970,product_click,session_98,tablet,https://example.com/product,48
