user_id,abone,satis,churn,timestamp,event_name,session_id,device,page_url,channel,location
user_237,True,True,True,2025-02-26 20:20:33,register,session_5641,desktop,confirmation,email,Antalya
user_132,False,True,True,2025-02-26 20:25:02,login,session_3593,tablet,login,referral,Konya
user_228,False,True,True,2025-02-26 20:53:46,search,session_9032,desktop,login,social,Gaziantep
user_438,True,False,True,2025-02-26 20:55:34,checkout_start,session_7581,desktop,cart,direct,Bursa
user_140,False,False,False,2025-02-26 21:05:34,login,session_7783,tablet,login,referral,Izmir
user_344,True,True,True,2025-02-26 21:10:08,search,session_1830,desktop,login,referral,Ankara
user_89,True,False,True,2025-02-26 21:16:27,payment,session_9426,mobile,login,referral,Ankara
user_449,True,True,False,2025-02-26 21:23:53,register,session_9878,desktop,home,organic,Antalya
user_153,False,True,False,2025-02-26 21:31:54,login,session_3914,desktop,confirmation,organic,Ankara
user_135,True,True,True,2025-02-26 21:49:40,page_view,session_9476,tablet,register,social,Gaziantep
user_78,True,True,False,2025-02-26 22:01:50,search,session_4961,desktop,cart,organic,Istanbul
user_239,True,False,False,2025-02-26 22:24:36,page_view,session_1020,tablet,login,email,Bursa
user_73,False,False,True,2025-02-26 22:28:40,payment,session_7214,mobile,home,social,Ankara
user_214,True,False,False,2025-02-26 22:46:39,register,session_2513,mobile,home,referral,Antalya
user_335,True,False,True,2025-02-26 22:51:08,checkout_start,session_2458,mobile,confirmation,email,Gaziantep
user_325,True,True,True,2025-02-26 23:02:24,checkout_start,session_9694,tablet,payment,email,Istanbul
user_443,False,True,True,2025-02-26 23:21:32,payment,session_4487,tablet,cart,social,Konya
user_300,True,False,False,2025-02-26 23:45:55,login,session_6520,tablet,confirmation,email,Ankara
user_324,True,True,False,2025-02-27 00:21:42,page_view,session_2945,mobile,home,referral,Konya
user_8,False,False,False,2025-02-27 00:28:56,add_to_cart,session_3567,desktop,home,organic,Istanbul
user_293,False,True,True,2025-02-27 00:32:30,register,session_9906,desktop,home,direct,Ankara
user_434,True,False,False,2025-02-27 00:43:27,search,session_6680,desktop,payment,paid,Konya
user_173,True,True,True,2025-02-27 01:05:47,payment,session_2692,mobile,home,organic,Konya
user_432,False,False,False,2025-02-27 01:11:26,register,session_7151,mobile,payment,paid,Ankara
user_285,False,False,True,2025-02-27 01:12:54,page_view,session_7752,mobile,register,referral,Istanbul
user_222,True,True,False,2025-02-27 01:42:05,register,session_1875,desktop,checkout,social,Gaziantep
user_33,True,False,False,2025-02-27 01:53:17,register,session_2076,tablet,checkout,paid,Istanbul
user_254,True,True,True,2025-02-27 01:53:31,checkout_start,session_2448,desktop,cart,social,Bursa
user_12,True,True,False,2025-02-27 01:58:13,search,session_4917,tablet,product,organic,Ankara
user_145,False,False,False,2025-02-27 02:37:41,search,session_1406,desktop,login,referral,Istanbul
user_93,True,True,False,2025-02-27 02:49:02,page_view,session_5836,tablet,payment,organic,Antalya
user_29,True,True,True,2025-02-27 03:20:09,search,session_2060,tablet,product,social,Adana
user_276,True,True,False,2025-02-27 03:28:57,add_to_cart,session_3119,mobile,cart,social,Adana
user_167,True,True,True,2025-02-27 03:37:54,login,session_4288,tablet,product,direct,Ankara
user_341,False,True,False,2025-02-27 03:51:09,page_view,session_8497,mobile,login,organic,Adana
user_143,False,True,True,2025-02-27 03:55:48,add_to_cart,session_7833,tablet,register,social,Bursa
user_383,False,True,True,2025-02-27 04:07:49,checkout_start,session_4184,tablet,payment,referral,Antalya
user_301,False,True,True,2025-02-27 04:20:14,checkout_start,session_9131,mobile,cart,paid,Istanbul
user_47,False,False,True,2025-02-27 04:32:48,login,session_9223,mobile,confirmation,paid,Adana
user_406,False,False,True,2025-02-27 04:36:51,register,session_1305,tablet,checkout,organic,Antalya
user_205,False,True,False,2025-02-27 04:42:26,add_to_cart,session_5692,desktop,product,email,Adana
user_364,True,True,False,2025-02-27 04:51:18,page_view,session_5360,tablet,home,organic,Istanbul
user_371,False,False,True,2025-02-27 04:55:35,login,session_7787,tablet,confirmation,paid,Antalya
user_359,False,True,True,2025-02-27 04:57:38,checkout_start,session_3810,mobile,register,social,Bursa
user_454,False,False,True,2025-02-27 04:58:54,page_view,session_1521,desktop,login,social,Bursa
user_340,True,True,True,2025-02-27 05:09:22,search,session_7531,tablet,login,organic,Gaziantep
user_467,False,True,True,2025-02-27 05:17:38,add_to_cart,session_1830,desktop,cart,organic,Bursa
user_129,True,True,True,2025-02-27 05:30:38,add_to_cart,session_9794,desktop,product,paid,Gaziantep
user_160,True,True,False,2025-02-27 05:36:04,register,session_9406,mobile,product,referral,Izmir
user_381,False,False,True,2025-02-27 06:12:40,search,session_7794,desktop,confirmation,organic,Konya
user_132,False,True,True,2025-02-27 06:16:47,page_view,session_7961,tablet,checkout,organic,Adana
user_469,False,False,True,2025-02-27 06:19:05,search,session_1666,mobile,product,paid,Izmir
user_416,False,False,True,2025-02-27 06:22:00,payment,session_8917,mobile,home,direct,Antalya
user_235,True,False,True,2025-02-27 06:43:05,payment,session_7706,tablet,login,direct,Gaziantep
user_246,True,True,False,2025-02-27 07:08:13,login,session_2283,desktop,product,direct,Adana
user_161,True,True,False,2025-02-27 07:17:22,page_view,session_1159,desktop,login,social,Gaziantep
user_196,True,True,True,2025-02-27 08:20:34,search,session_6582,desktop,home,referral,Bursa
user_229,True,False,True,2025-02-27 08:36:33,payment,session_8355,mobile,home,referral,Izmir
user_209,True,True,True,2025-02-27 08:47:19,add_to_cart,session_6876,tablet,cart,email,Antalya
user_132,False,True,True,2025-02-27 08:54:58,add_to_cart,session_6915,desktop,checkout,referral,Izmir
user_394,False,True,True,2025-02-27 09:00:01,login,session_8532,desktop,cart,social,Antalya
user_354,False,False,True,2025-02-27 09:03:17,login,session_5811,desktop,confirmation,referral,Antalya
user_273,True,False,False,2025-02-27 09:06:48,payment,session_5404,mobile,register,paid,Antalya
user_183,True,False,True,2025-02-27 09:24:47,search,session_3927,desktop,product,email,Adana
user_388,True,True,False,2025-02-27 09:27:21,payment,session_8659,mobile,cart,email,Istanbul
user_410,True,True,False,2025-02-27 09:47:27,login,session_6685,tablet,confirmation,direct,Antalya
user_36,False,True,True,2025-02-27 09:48:33,page_view,session_1950,mobile,product,paid,Bursa
user_229,True,False,True,2025-02-27 09:58:20,search,session_8259,mobile,checkout,email,Bursa
user_384,False,False,True,2025-02-27 10:40:21,search,session_9824,desktop,checkout,paid,Ankara
user_52,True,True,False,2025-02-27 10:49:24,search,session_3181,mobile,register,paid,Konya
user_14,False,True,True,2025-02-27 10:55:52,page_view,session_9165,desktop,product,direct,Ankara
user_110,False,False,False,2025-02-27 11:31:14,payment,session_8285,mobile,cart,organic,Konya
user_57,True,False,True,2025-02-27 11:44:11,search,session_4755,tablet,confirmation,referral,Adana
user_202,False,False,False,2025-02-27 11:46:04,login,session_7544,mobile,payment,organic,Izmir
user_246,True,True,False,2025-02-27 11:48:17,register,session_3925,desktop,login,social,Ankara
user_218,False,False,True,2025-02-27 12:13:46,page_view,session_1635,desktop,home,direct,Bursa
user_64,False,False,True,2025-02-27 12:21:44,register,session_3903,mobile,confirmation,direct,Izmir
user_498,True,False,False,2025-02-27 12:33:32,add_to_cart,session_6742,desktop,product,direct,Bursa
user_334,True,False,True,2025-02-27 12:34:10,register,session_2368,desktop,login,organic,Istanbul
user_357,False,False,False,2025-02-27 12:47:10,checkout_start,session_5419,desktop,login,organic,Istanbul
user_230,True,True,False,2025-02-27 12:51:44,register,session_1104,desktop,payment,organic,Istanbul
user_498,True,False,False,2025-02-27 12:54:45,page_view,session_5762,tablet,checkout,direct,Adana
user_486,True,True,True,2025-02-27 13:26:05,checkout_start,session_1452,desktop,login,social,Ankara
user_236,True,True,False,2025-02-27 13:42:52,payment,session_5924,desktop,login,email,Adana
user_77,True,True,True,2025-02-27 13:50:14,payment,session_3008,desktop,register,organic,Istanbul
user_370,False,True,True,2025-02-27 14:15:24,page_view,session_3397,mobile,register,social,Konya
user_188,False,False,True,2025-02-27 14:33:24,search,session_3432,mobile,checkout,organic,Adana
user_494,False,False,False,2025-02-27 14:47:14,add_to_cart,session_5849,desktop,confirmation,referral,Ankara
user_282,False,True,True,2025-02-27 14:48:41,login,session_5325,mobile,payment,social,Ankara
user_381,False,False,True,2025-02-27 14:52:30,page_view,session_5346,mobile,home,referral,Konya
user_123,False,False,False,2025-02-27 15:07:42,page_view,session_5820,desktop,cart,paid,Konya
user_303,True,True,False,2025-02-27 15:19:40,checkout_start,session_5456,desktop,payment,email,Konya
user_322,True,False,True,2025-02-27 15:35:11,search,session_3836,mobile,home,email,Adana
user_352,True,False,True,2025-02-27 16:11:07,add_to_cart,session_4201,tablet,login,referral,Gaziantep
user_107,False,False,True,2025-02-27 16:11:36,add_to_cart,session_2725,tablet,confirmation,paid,Istanbul
user_250,False,True,True,2025-02-27 16:12:08,checkout_start,session_8131,desktop,product,social,Konya
user_293,False,True,True,2025-02-27 16:14:13,page_view,session_5438,tablet,confirmation,referral,Gaziantep
user_23,False,False,False,2025-02-27 16:19:31,login,session_5696,mobile,cart,referral,Antalya
user_19,True,True,False,2025-02-27 16:22:36,payment,session_6961,mobile,register,direct,Ankara
user_372,False,False,True,2025-02-27 16:34:16,checkout_start,session_4270,mobile,product,direct,Adana
user_21,True,True,False,2025-02-27 16:59:16,login,session_7441,mobile,confirmation,paid,Antalya
user_350,False,False,True,2025-02-27 17:02:03,register,session_5032,mobile,checkout,social,Konya
user_148,True,True,True,2025-02-27 17:14:15,add_to_cart,session_6994,mobile,payment,social,Adana
user_164,False,True,True,2025-02-27 17:38:40,page_view,session_8909,desktop,login,direct,Izmir
user_423,True,False,True,2025-02-27 17:59:02,search,session_5357,mobile,cart,social,Bursa
user_318,True,True,True,2025-02-27 18:06:27,payment,session_6035,mobile,login,paid,Ankara
user_383,False,True,True,2025-02-27 18:20:09,register,session_7772,tablet,product,social,Ankara
user_243,False,False,True,2025-02-27 18:25:57,login,session_3684,mobile,payment,paid,Ankara
user_444,False,True,True,2025-02-27 18:43:26,login,session_8264,tablet,product,email,Gaziantep
user_187,True,False,True,2025-02-27 18:44:22,checkout_start,session_3438,tablet,cart,direct,Izmir
user_454,False,False,True,2025-02-27 18:46:07,add_to_cart,session_2069,mobile,login,email,Konya
user_490,False,True,False,2025-02-27 18:52:40,payment,session_3567,desktop,payment,social,Istanbul
user_330,True,False,True,2025-02-27 18:58:20,register,session_7641,desktop,login,social,Bursa
user_337,True,False,True,2025-02-27 19:06:29,checkout_start,session_1781,mobile,confirmation,paid,Bursa
user_240,True,False,False,2025-02-27 19:09:12,add_to_cart,session_6762,mobile,checkout,social,Istanbul
user_276,True,True,False,2025-02-27 19:09:16,search,session_9796,tablet,confirmation,referral,Bursa
user_60,True,False,True,2025-02-27 19:27:07,checkout_start,session_6591,tablet,cart,referral,Adana
user_215,False,True,True,2025-02-27 19:35:37,login,session_7329,desktop,cart,social,Gaziantep
user_53,True,True,True,2025-02-27 19:35:50,register,session_3498,mobile,login,social,Antalya
user_489,True,False,False,2025-02-27 20:22:10,checkout_start,session_1822,desktop,payment,paid,Adana
user_434,True,False,False,2025-02-27 20:23:54,payment,session_6453,tablet,login,organic,Izmir
user_93,True,True,False,2025-02-27 20:50:07,search,session_1221,tablet,login,email,Izmir
user_235,True,False,True,2025-02-27 21:02:37,register,session_8410,tablet,confirmation,direct,Antalya
user_208,False,False,False,2025-02-27 21:35:13,search,session_6551,mobile,home,organic,Istanbul
user_413,False,False,True,2025-02-27 21:51:45,register,session_4408,mobile,product,social,Antalya
user_369,False,False,True,2025-02-27 22:15:03,search,session_4494,tablet,home,social,Ankara
user_226,False,False,True,2025-02-27 22:20:23,checkout_start,session_3229,mobile,payment,email,Gaziantep
user_204,True,False,False,2025-02-27 22:24:15,payment,session_8904,desktop,checkout,paid,Ankara
user_152,False,False,False,2025-02-27 22:53:41,add_to_cart,session_5676,desktop,checkout,referral,Bursa
user_85,False,False,False,2025-02-27 23:01:04,checkout_start,session_2046,mobile,confirmation,social,Bursa
user_60,True,False,True,2025-02-27 23:30:17,page_view,session_7627,mobile,register,referral,Izmir
user_42,False,True,False,2025-02-27 23:50:39,payment,session_3903,mobile,checkout,email,Bursa
user_469,False,False,True,2025-02-27 23:50:57,search,session_2729,tablet,cart,organic,Konya
user_301,False,True,True,2025-02-28 00:02:00,register,session_6397,tablet,product,organic,Bursa
user_347,False,True,True,2025-02-28 00:03:54,payment,session_8719,mobile,confirmation,referral,Adana
user_233,False,True,True,2025-02-28 00:30:41,register,session_1492,tablet,cart,email,Konya
user_162,False,False,False,2025-02-28 00:46:20,login,session_8302,mobile,login,social,Konya
user_50,False,False,False,2025-02-28 01:02:20,add_to_cart,session_5879,mobile,payment,direct,Istanbul
user_364,True,True,False,2025-02-28 01:05:24,register,session_9309,tablet,cart,direct,Konya
user_179,False,True,False,2025-02-28 01:09:48,add_to_cart,session_9381,mobile,login,social,Antalya
user_155,False,True,False,2025-02-28 01:27:10,checkout_start,session_1030,mobile,register,paid,Izmir
user_208,False,False,False,2025-02-28 01:32:42,register,session_2338,mobile,register,referral,Izmir
user_67,False,True,True,2025-02-28 01:38:33,checkout_start,session_7766,mobile,register,organic,Ankara
user_290,True,False,True,2025-02-28 02:07:21,login,session_1332,mobile,login,paid,Izmir
user_359,False,True,True,2025-02-28 02:21:11,page_view,session_8051,tablet,confirmation,social,Bursa
user_123,False,False,False,2025-02-28 02:23:00,search,session_1969,tablet,confirmation,organic,Gaziantep
user_258,False,True,False,2025-02-28 02:25:12,register,session_2075,tablet,cart,social,Gaziantep
user_140,False,False,False,2025-02-28 02:28:16,checkout_start,session_8271,desktop,login,referral,Izmir
user_158,True,False,True,2025-02-28 02:32:36,register,session_2107,desktop,product,paid,Adana
user_147,False,True,True,2025-02-28 02:34:25,search,session_7095,mobile,register,direct,Gaziantep
user_353,True,False,False,2025-02-28 02:36:44,checkout_start,session_6803,mobile,register,organic,Adana
user_35,True,False,False,2025-02-28 02:38:13,register,session_6580,desktop,payment,paid,Izmir
user_344,True,True,True,2025-02-28 02:50:00,add_to_cart,session_5616,tablet,register,referral,Antalya
user_92,True,True,True,2025-02-28 02:55:32,page_view,session_8158,desktop,confirmation,organic,Izmir
user_86,False,False,False,2025-02-28 03:04:09,add_to_cart,session_7017,tablet,register,organic,Istanbul
user_181,False,False,True,2025-02-28 03:05:38,payment,session_2221,desktop,checkout,direct,Ankara
user_186,True,False,False,2025-02-28 03:18:47,checkout_start,session_2502,tablet,cart,social,Gaziantep
user_194,False,False,True,2025-02-28 03:42:00,add_to_cart,session_9939,desktop,cart,social,Istanbul
user_174,True,True,True,2025-02-28 03:56:41,checkout_start,session_1403,desktop,home,referral,Adana
user_183,True,False,True,2025-02-28 04:04:30,checkout_start,session_2961,mobile,product,direct,Ankara
user_212,True,False,False,2025-02-28 04:28:23,register,session_9229,tablet,product,social,Gaziantep
user_471,True,True,False,2025-02-28 04:33:37,page_view,session_5556,tablet,home,paid,Bursa
user_192,False,False,True,2025-02-28 05:02:46,login,session_2426,desktop,home,organic,Istanbul
user_252,False,True,False,2025-02-28 05:08:09,search,session_1458,mobile,cart,referral,Istanbul
user_322,True,False,True,2025-02-28 05:33:09,payment,session_1085,tablet,payment,organic,Istanbul
user_332,True,True,False,2025-02-28 05:44:39,search,session_4598,desktop,cart,email,Bursa
user_61,True,True,True,2025-02-28 05:50:17,add_to_cart,session_8728,desktop,checkout,email,Izmir
user_170,False,True,False,2025-02-28 06:08:36,login,session_6241,mobile,cart,paid,Konya
user_94,False,False,True,2025-02-28 06:08:48,payment,session_8890,mobile,confirmation,referral,Antalya
user_197,False,False,True,2025-02-28 06:22:45,register,session_8924,desktop,cart,direct,Konya
user_211,True,True,True,2025-02-28 06:24:11,login,session_8981,desktop,home,direct,Bursa
user_384,False,False,True,2025-02-28 06:26:03,search,session_2738,mobile,confirmation,referral,Adana
user_192,False,False,True,2025-02-28 06:27:00,register,session_3385,mobile,checkout,referral,Adana
user_9,True,True,False,2025-02-28 06:30:33,search,session_9706,desktop,payment,paid,Gaziantep
user_374,True,False,True,2025-02-28 06:31:45,register,session_7690,mobile,confirmation,referral,Ankara
user_87,True,True,True,2025-02-28 06:57:19,add_to_cart,session_2391,desktop,home,direct,Gaziantep
user_118,True,True,False,2025-02-28 07:25:52,login,session_2207,tablet,confirmation,paid,Bursa
user_194,False,False,True,2025-02-28 07:33:16,register,session_4828,desktop,payment,direct,Konya
user_347,False,True,True,2025-02-28 07:37:14,page_view,session_4659,mobile,checkout,paid,Bursa
user_190,True,False,False,2025-02-28 08:02:25,login,session_8707,tablet,register,social,Gaziantep
user_1,False,False,False,2025-02-28 08:32:48,search,session_5384,desktop,payment,paid,Gaziantep
user_355,True,True,False,2025-02-28 08:33:41,checkout_start,session_6158,mobile,register,organic,Adana
user_203,False,False,False,2025-02-28 08:44:33,login,session_5672,tablet,register,paid,Izmir
user_58,False,False,False,2025-02-28 08:46:46,add_to_cart,session_5464,desktop,confirmation,referral,Ankara
user_328,True,False,False,2025-02-28 08:47:09,payment,session_4553,tablet,confirmation,organic,Ankara
user_362,False,True,False,2025-02-28 09:09:50,add_to_cart,session_5999,desktop,cart,organic,Antalya
user_185,False,True,True,2025-02-28 09:19:26,register,session_5555,mobile,payment,email,Izmir
user_116,True,True,True,2025-02-28 09:26:49,checkout_start,session_2888,mobile,register,organic,Ankara
user_117,True,False,True,2025-02-28 09:34:48,page_view,session_6495,mobile,confirmation,referral,Gaziantep
user_275,True,True,True,2025-02-28 10:11:49,search,session_7389,tablet,confirmation,paid,Izmir
user_319,False,False,False,2025-02-28 10:17:00,payment,session_4693,tablet,cart,paid,Antalya
user_183,True,False,True,2025-02-28 10:45:31,payment,session_4771,mobile,login,paid,Konya
user_423,True,False,True,2025-02-28 11:02:39,add_to_cart,session_4832,desktop,login,direct,Izmir
user_442,False,False,False,2025-02-28 11:11:48,register,session_7318,tablet,checkout,email,Konya
user_250,False,True,True,2025-02-28 11:11:50,search,session_6714,tablet,payment,paid,Antalya
user_217,True,False,True,2025-02-28 11:12:39,add_to_cart,session_6558,mobile,payment,direct,Bursa
user_101,False,True,True,2025-02-28 11:21:06,register,session_4197,desktop,cart,referral,Izmir
user_66,False,False,False,2025-02-28 11:22:20,add_to_cart,session_4786,mobile,home,referral,Gaziantep
user_398,False,True,False,2025-02-28 11:22:57,search,session_2237,mobile,login,organic,Bursa
user_122,True,True,False,2025-02-28 11:24:13,search,session_8795,mobile,cart,email,Istanbul
user_432,False,False,False,2025-02-28 11:32:07,page_view,session_3897,tablet,checkout,social,Bursa
user_353,True,False,False,2025-02-28 11:44:01,register,session_6884,tablet,confirmation,social,Izmir
user_76,False,False,True,2025-02-28 11:52:46,page_view,session_7367,tablet,home,referral,Istanbul
user_320,False,False,False,2025-02-28 11:58:49,page_view,session_4804,mobile,home,social,Adana
user_366,False,True,True,2025-02-28 12:00:44,checkout_start,session_3931,mobile,cart,social,Konya
user_393,True,False,True,2025-02-28 12:31:00,search,session_4514,mobile,login,referral,Istanbul
user_331,False,False,True,2025-02-28 12:42:33,add_to_cart,session_1874,mobile,payment,email,Istanbul
user_303,True,True,False,2025-02-28 12:44:28,page_view,session_9746,tablet,home,referral,Istanbul
user_424,True,True,False,2025-02-28 13:18:36,search,session_4547,mobile,product,email,Bursa
user_154,False,False,False,2025-02-28 13:20:59,checkout_start,session_2176,mobile,confirmation,referral,Istanbul
user_417,True,True,False,2025-02-28 13:42:28,payment,session_7937,mobile,checkout,referral,Konya
user_396,False,False,False,2025-02-28 14:12:20,page_view,session_2180,tablet,login,paid,Adana
user_39,True,True,True,2025-02-28 14:35:19,register,session_1264,tablet,register,referral,Gaziantep
user_477,False,False,True,2025-02-28 15:24:28,login,session_1654,tablet,home,referral,Antalya
user_144,False,True,True,2025-02-28 15:27:01,payment,session_5727,desktop,home,social,Konya
user_218,False,False,True,2025-02-28 16:16:08,add_to_cart,session_6553,desktop,payment,paid,Gaziantep
user_291,True,False,False,2025-02-28 16:19:43,login,session_4113,tablet,payment,paid,Ankara
user_282,False,True,True,2025-02-28 16:27:36,add_to_cart,session_5988,mobile,login,referral,Adana
user_53,True,True,True,2025-02-28 16:36:12,register,session_8723,mobile,payment,social,Antalya
user_482,True,True,False,2025-02-28 16:39:55,payment,session_2475,desktop,register,direct,Istanbul
user_166,False,False,True,2025-02-28 17:06:38,register,session_8191,tablet,payment,direct,Istanbul
user_80,False,False,False,2025-02-28 17:18:52,search,session_4329,mobile,product,paid,Istanbul
user_454,False,False,True,2025-02-28 17:37:47,add_to_cart,session_7170,mobile,payment,social,Adana
user_221,True,True,True,2025-02-28 18:01:02,checkout_start,session_1695,desktop,product,email,Adana
user_104,True,False,False,2025-02-28 18:41:24,payment,session_5156,tablet,login,referral,Bursa
user_294,True,False,False,2025-02-28 18:45:16,search,session_7961,mobile,checkout,email,Bursa
user_224,True,False,False,2025-02-28 18:50:11,login,session_2737,mobile,cart,referral,Adana
user_32,False,False,False,2025-02-28 18:52:10,search,session_9426,desktop,login,paid,Antalya
user_95,True,False,False,2025-02-28 19:18:58,add_to_cart,session_6402,desktop,checkout,social,Gaziantep
user_327,True,True,False,2025-02-28 20:27:56,payment,session_3113,tablet,checkout,organic,Gaziantep
user_153,False,True,False,2025-02-28 20:30:04,register,session_1192,desktop,cart,paid,Istanbul
user_311,True,False,True,2025-02-28 20:38:47,add_to_cart,session_7852,tablet,home,social,Adana
user_348,True,False,True,2025-02-28 20:50:10,payment,session_9080,mobile,register,direct,Konya
user_373,False,True,False,2025-02-28 21:07:12,add_to_cart,session_9557,tablet,login,organic,Gaziantep
user_422,True,False,True,2025-02-28 21:13:24,search,session_6259,tablet,register,organic,Istanbul
user_88,False,False,True,2025-02-28 21:24:19,checkout_start,session_1594,desktop,login,organic,Adana
user_186,True,False,False,2025-02-28 22:31:04,login,session_4047,desktop,payment,direct,Gaziantep
user_291,True,False,False,2025-02-28 22:46:36,login,session_8357,mobile,checkout,organic,Antalya
user_276,True,True,False,2025-02-28 22:52:04,checkout_start,session_5009,mobile,register,referral,Konya
user_403,False,False,True,2025-02-28 22:52:37,search,session_5149,tablet,register,organic,Bursa
user_498,True,False,False,2025-02-28 23:26:56,add_to_cart,session_8314,tablet,product,direct,Bursa
user_103,True,True,True,2025-02-28 23:37:52,payment,session_2456,desktop,home,paid,Bursa
user_415,False,False,True,2025-02-28 23:39:35,add_to_cart,session_4537,desktop,checkout,paid,Gaziantep
user_447,False,True,False,2025-02-28 23:50:36,payment,session_8789,tablet,cart,email,Konya
user_408,True,False,False,2025-02-28 23:58:08,payment,session_3825,mobile,payment,organic,Adana
user_479,True,True,True,2025-03-01 00:31:39,add_to_cart,session_4530,desktop,confirmation,organic,Izmir
user_438,True,False,True,2025-03-01 01:34:40,page_view,session_7262,tablet,payment,email,Ankara
user_158,True,False,True,2025-03-01 01:47:02,login,session_9199,mobile,payment,organic,Ankara
user_458,True,False,False,2025-03-01 02:06:06,checkout_start,session_2397,mobile,checkout,social,Gaziantep
user_298,False,True,True,2025-03-01 02:18:15,checkout_start,session_8989,mobile,payment,direct,Gaziantep
user_248,False,False,False,2025-03-01 02:20:54,payment,session_6923,mobile,product,paid,Istanbul
user_39,True,True,True,2025-03-01 02:45:24,payment,session_1257,mobile,payment,direct,Adana
user_77,True,True,True,2025-03-01 03:04:16,search,session_9885,tablet,payment,paid,Izmir
user_386,False,True,True,2025-03-01 03:41:58,add_to_cart,session_6330,tablet,cart,referral,Istanbul
user_31,False,False,False,2025-03-01 03:45:15,checkout_start,session_9390,mobile,cart,direct,Bursa
user_488,True,False,True,2025-03-01 03:48:16,register,session_7434,tablet,cart,referral,Antalya
user_260,False,True,True,2025-03-01 03:48:43,register,session_8342,tablet,home,paid,Konya
user_472,True,True,False,2025-03-01 04:00:15,search,session_7224,tablet,cart,social,Gaziantep
user_374,True,False,True,2025-03-01 04:00:26,add_to_cart,session_3495,mobile,login,referral,Ankara
user_154,False,False,False,2025-03-01 04:28:36,login,session_6419,mobile,checkout,organic,Istanbul
user_333,False,False,False,2025-03-01 04:47:57,register,session_7274,tablet,confirmation,organic,Gaziantep
user_34,False,True,False,2025-03-01 04:59:05,checkout_start,session_8401,desktop,confirmation,organic,Adana
user_34,False,True,False,2025-03-01 05:04:00,add_to_cart,session_9811,mobile,payment,organic,Bursa
user_125,True,True,False,2025-03-01 05:36:05,page_view,session_7078,mobile,login,email,Konya
user_55,False,False,True,2025-03-01 05:38:03,search,session_7176,desktop,payment,social,Gaziantep
user_373,False,True,False,2025-03-01 05:45:18,search,session_9481,desktop,product,paid,Adana
user_270,True,True,False,2025-03-01 06:03:54,login,session_1234,mobile,payment,referral,Izmir
